userid;start_utc;stop_utc;start_local;stop_local;geohash;closest_category_name
834;30-Jan-2019 18:05:53;31-Jan-2019 09:10:52;30-Jan-2019 19:05:53;31-Jan-2019 10:10:52;sr2xs8n6;Tanning Salon
834;31-Jan-2019 13:26:46;31-Jan-2019 15:38:46;31-Jan-2019 14:26:46;31-Jan-2019 16:38:46;sr2xs8n6;Tanning Salon
834;31-Jan-2019 18:58:51;01-Feb-2019 07:11:51;31-Jan-2019 19:58:51;01-Feb-2019 08:11:51;sr2xs8n6;Tanning Salon
834;01-Feb-2019 10:26:16;01-Feb-2019 11:07:56;01-Feb-2019 11:26:16;01-Feb-2019 12:07:56;sr2xs8n6;Tanning Salon
834;01-Feb-2019 12:35:29;01-Feb-2019 15:38:13;01-Feb-2019 13:35:29;01-Feb-2019 16:38:13;sr2xs8n6;Tanning Salon
834;01-Feb-2019 16:01:49;01-Feb-2019 16:07:49;01-Feb-2019 17:01:49;01-Feb-2019 17:07:49;sr2xsbqs;Snack Place
834;01-Feb-2019 18:06:09;01-Feb-2019 18:15:09;01-Feb-2019 19:06:09;01-Feb-2019 19:15:09;sr2xs8n6;Tanning Salon
834;01-Feb-2019 18:34:49;01-Feb-2019 19:25:18;01-Feb-2019 19:34:49;01-Feb-2019 20:25:18;sr2xs9tg;Gym
834;01-Feb-2019 19:34:37;02-Feb-2019 08:49:33;01-Feb-2019 20:34:37;02-Feb-2019 09:49:33;sr2xs8n6;Tanning Salon
834;02-Feb-2019 08:59:22;02-Feb-2019 11:31:33;02-Feb-2019 09:59:22;02-Feb-2019 12:31:33;sr2xt0kd;University
834;02-Feb-2019 11:56:33;02-Feb-2019 15:48:27;02-Feb-2019 12:56:33;02-Feb-2019 16:48:27;sr2xs8n6;Tanning Salon
834;02-Feb-2019 17:32:47;02-Feb-2019 18:52:47;02-Feb-2019 18:32:47;02-Feb-2019 19:52:47;sr2xs8n6;Tanning Salon
834;02-Feb-2019 19:17:07;02-Feb-2019 22:05:43;02-Feb-2019 20:17:07;02-Feb-2019 23:05:43;sr2xy71b;Restaurant
834;02-Feb-2019 22:28:00;03-Feb-2019 10:02:40;02-Feb-2019 23:28:00;03-Feb-2019 11:02:40;sr2xs8n6;Tanning Salon
834;03-Feb-2019 11:15:58;03-Feb-2019 12:38:38;03-Feb-2019 12:15:58;03-Feb-2019 13:38:38;sr2ykpju;Science Museum
834;03-Feb-2019 12:47:18;03-Feb-2019 12:58:38;03-Feb-2019 13:47:18;03-Feb-2019 13:58:38;sr2ykpjy;Science Museum
834;03-Feb-2019 14:15:42;03-Feb-2019 14:54:22;03-Feb-2019 15:15:42;03-Feb-2019 15:54:22;sr2ykpju;Science Museum
834;03-Feb-2019 15:37:22;03-Feb-2019 17:57:58;03-Feb-2019 16:37:22;03-Feb-2019 18:57:58;sr2y563x;Post Office
834;03-Feb-2019 19:00:17;04-Feb-2019 06:43:34;03-Feb-2019 20:00:17;04-Feb-2019 07:43:34;sr2xs8n6;Tanning Salon
834;04-Feb-2019 06:51:14;04-Feb-2019 09:12:22;04-Feb-2019 07:51:14;04-Feb-2019 10:12:22;sr2xs8n6;Tanning Salon
834;04-Feb-2019 13:36:01;04-Feb-2019 15:38:21;04-Feb-2019 14:36:01;04-Feb-2019 16:38:21;sr2xs8n6;Tanning Salon
834;04-Feb-2019 16:26:01;05-Feb-2019 08:06:05;04-Feb-2019 17:26:01;05-Feb-2019 09:06:05;sr2xs8n6;Tanning Salon
834;05-Feb-2019 08:22:25;05-Feb-2019 10:42:14;05-Feb-2019 09:22:25;05-Feb-2019 11:42:14;sr2xs8n6;Tanning Salon
834;05-Feb-2019 13:44:23;05-Feb-2019 15:35:23;05-Feb-2019 14:44:23;05-Feb-2019 16:35:23;sr2xs8n6;Tanning Salon
834;05-Feb-2019 16:19:16;05-Feb-2019 16:53:03;05-Feb-2019 17:19:16;05-Feb-2019 17:53:03;sr2xs8n6;Tanning Salon
834;05-Feb-2019 18:01:45;05-Feb-2019 19:04:05;05-Feb-2019 19:01:45;05-Feb-2019 20:04:05;sr2xs9tg;Gym
834;05-Feb-2019 19:13:04;06-Feb-2019 09:12:57;05-Feb-2019 20:13:04;06-Feb-2019 10:12:57;sr2xs8n6;Tanning Salon
834;06-Feb-2019 13:58:12;06-Feb-2019 15:39:12;06-Feb-2019 14:58:12;06-Feb-2019 16:39:12;sr2xs8n6;Tanning Salon
834;06-Feb-2019 18:47:51;07-Feb-2019 09:10:06;06-Feb-2019 19:47:51;07-Feb-2019 10:10:06;sr2xs8n6;Tanning Salon
834;07-Feb-2019 14:38:45;07-Feb-2019 15:09:45;07-Feb-2019 15:38:45;07-Feb-2019 16:09:45;sr2xs8n6;Tanning Salon
834;07-Feb-2019 15:57:25;07-Feb-2019 18:12:32;07-Feb-2019 16:57:25;07-Feb-2019 19:12:32;sr2xs8n6;Tanning Salon
834;07-Feb-2019 19:43:02;08-Feb-2019 07:00:15;07-Feb-2019 20:43:02;08-Feb-2019 08:00:15;sr2xs8n6;Tanning Salon
834;08-Feb-2019 10:37:34;08-Feb-2019 15:38:52;08-Feb-2019 11:37:34;08-Feb-2019 16:38:52;sr2xs8n6;Tanning Salon
834;08-Feb-2019 15:53:32;08-Feb-2019 16:56:12;08-Feb-2019 16:53:32;08-Feb-2019 17:56:12;sr2xs8n6;Tanning Salon
834;08-Feb-2019 18:08:44;09-Feb-2019 07:59:47;08-Feb-2019 19:08:44;09-Feb-2019 08:59:47;sr2xs8n6;Tanning Salon
834;09-Feb-2019 08:07:52;09-Feb-2019 09:00:37;09-Feb-2019 09:07:52;09-Feb-2019 10:00:37;sr2xt0kd;University
834;09-Feb-2019 11:56:07;09-Feb-2019 13:34:07;09-Feb-2019 12:56:07;09-Feb-2019 14:34:07;sr2xt0kd;University
834;09-Feb-2019 15:07:47;11-Feb-2019 09:09:10;09-Feb-2019 16:07:47;11-Feb-2019 10:09:10;sr2xs8n6;Tanning Salon
834;11-Feb-2019 09:37:50;11-Feb-2019 09:42:50;11-Feb-2019 10:37:50;11-Feb-2019 10:42:50;sr2xsbrq;Mobile Phone Shop
834;11-Feb-2019 17:24:28;14-Feb-2019 16:39:58;11-Feb-2019 18:24:28;14-Feb-2019 17:39:58;sr2xs8n6;Tanning Salon
838;start_utc;stop_utc;start_local;stop_local;geohash;closest_category_name
838;02-Feb-2019 09:55:22;02-Feb-2019 10:16:02;02-Feb-2019 10:55:22;02-Feb-2019 11:16:02;u2edhzh9;Concert Hall
838;02-Feb-2019 10:19:02;02-Feb-2019 10:31:22;02-Feb-2019 11:19:02;02-Feb-2019 11:31:22;u2edhzh9;Concert Hall
838;02-Feb-2019 10:46:42;02-Feb-2019 10:52:42;02-Feb-2019 11:46:42;02-Feb-2019 11:52:42;u2edjn9q;Trattoria/Osteria
838;02-Feb-2019 11:49:02;02-Feb-2019 12:28:55;02-Feb-2019 12:49:02;02-Feb-2019 13:28:55;u2edhzh9;Hotel
838;02-Feb-2019 12:39:02;02-Feb-2019 13:23:42;02-Feb-2019 13:39:02;02-Feb-2019 14:23:42;u2edhzh9;Hotel
838;02-Feb-2019 13:28:42;02-Feb-2019 14:40:40;02-Feb-2019 14:28:42;02-Feb-2019 15:40:40;u2edhzh9;Concert Hall
838;02-Feb-2019 14:46:00;02-Feb-2019 15:08:56;02-Feb-2019 15:46:00;02-Feb-2019 16:08:56;u2edhzh9;Hotel
838;02-Feb-2019 15:38:56;02-Feb-2019 16:57:56;02-Feb-2019 16:38:56;02-Feb-2019 17:57:56;u2edhzh9;Hotel
838;02-Feb-2019 17:04:36;02-Feb-2019 17:34:56;02-Feb-2019 18:04:36;02-Feb-2019 18:34:56;u2edhzh9;Hotel
838;02-Feb-2019 17:35:36;02-Feb-2019 18:00:41;02-Feb-2019 18:35:36;02-Feb-2019 19:00:41;u2edhzh9;Concert Hall
838;02-Feb-2019 18:29:16;02-Feb-2019 18:54:36;02-Feb-2019 19:29:16;02-Feb-2019 19:54:36;u2edhzh9;Hotel
838;02-Feb-2019 19:25:16;02-Feb-2019 19:31:38;02-Feb-2019 20:25:16;02-Feb-2019 20:31:38;u2edhzh9;Hotel
838;02-Feb-2019 19:38:16;02-Feb-2019 20:00:43;02-Feb-2019 20:38:16;02-Feb-2019 21:00:43;u2edhzh9;Concert Hall
838;02-Feb-2019 20:09:16;02-Feb-2019 20:14:16;02-Feb-2019 21:09:16;02-Feb-2019 21:14:16;u2edhzh9;Hotel
838;02-Feb-2019 20:14:51;02-Feb-2019 20:38:16;02-Feb-2019 21:14:51;02-Feb-2019 21:38:16;u2edhzh9;Concert Hall
838;02-Feb-2019 20:50:35;02-Feb-2019 21:34:56;02-Feb-2019 21:50:35;02-Feb-2019 22:34:56;u2edhzh9;Hotel
838;02-Feb-2019 21:48:16;02-Feb-2019 22:24:59;02-Feb-2019 22:48:16;02-Feb-2019 23:24:59;u2edhzh9;Hotel
838;02-Feb-2019 22:41:36;03-Feb-2019 07:57:46;02-Feb-2019 23:41:36;03-Feb-2019 08:57:46;u2edhzh9;Hotel
838;03-Feb-2019 08:11:26;03-Feb-2019 12:54:26;03-Feb-2019 09:11:26;03-Feb-2019 13:54:26;u2edhzh9;Concert Hall
838;03-Feb-2019 13:03:06;03-Feb-2019 13:14:46;03-Feb-2019 14:03:06;03-Feb-2019 14:14:46;u2edhzh9;Hotel
838;03-Feb-2019 13:33:46;03-Feb-2019 13:40:06;03-Feb-2019 14:33:46;03-Feb-2019 14:40:06;u2edhzh9;Hotel
838;03-Feb-2019 13:46:06;03-Feb-2019 14:09:06;03-Feb-2019 14:46:06;03-Feb-2019 15:09:06;u2edhzh9;Hotel
838;03-Feb-2019 14:25:46;03-Feb-2019 14:31:46;03-Feb-2019 15:25:46;03-Feb-2019 15:31:46;u2edhzh9;Concert Hall
838;03-Feb-2019 14:40:46;03-Feb-2019 18:01:56;03-Feb-2019 15:40:46;03-Feb-2019 19:01:56;u2edhzh9;Concert Hall
838;03-Feb-2019 18:07:36;03-Feb-2019 18:27:37;03-Feb-2019 19:07:36;03-Feb-2019 19:27:37;u2edhzh9;Hotel
838;03-Feb-2019 18:44:56;03-Feb-2019 19:15:16;03-Feb-2019 19:44:56;03-Feb-2019 20:15:16;u2edhzh9;Concert Hall
838;03-Feb-2019 19:23:36;03-Feb-2019 20:23:58;03-Feb-2019 20:23:36;03-Feb-2019 21:23:58;u2edhzh9;Hotel
838;03-Feb-2019 20:30:36;03-Feb-2019 21:12:21;03-Feb-2019 21:30:36;03-Feb-2019 22:12:21;u2edhzh9;Concert Hall
838;04-Feb-2019 06:14:11;04-Feb-2019 06:32:51;04-Feb-2019 07:14:11;04-Feb-2019 07:32:51;u2edhzh9;Hotel
838;04-Feb-2019 06:38:11;04-Feb-2019 06:51:51;04-Feb-2019 07:38:11;04-Feb-2019 07:51:51;u2edhzh9;Concert Hall
838;04-Feb-2019 07:12:31;04-Feb-2019 09:58:51;04-Feb-2019 08:12:31;04-Feb-2019 10:58:51;u2edjeyk;Gastropub
838;04-Feb-2019 10:01:11;04-Feb-2019 10:28:17;04-Feb-2019 11:01:11;04-Feb-2019 11:28:17;u2edjevw;Italian Restaurant
838;04-Feb-2019 10:41:17;04-Feb-2019 15:23:27;04-Feb-2019 11:41:17;04-Feb-2019 16:23:27;u2edjeyk;Gastropub
838;04-Feb-2019 16:02:47;04-Feb-2019 16:33:07;04-Feb-2019 17:02:47;04-Feb-2019 17:33:07;u2edhzh9;Concert Hall
838;04-Feb-2019 17:00:47;04-Feb-2019 17:28:13;04-Feb-2019 18:00:47;04-Feb-2019 18:28:13;u2edhzh9;Hotel
838;04-Feb-2019 17:37:53;04-Feb-2019 17:44:47;04-Feb-2019 18:37:53;04-Feb-2019 18:44:47;u2edhzh9;Hotel
838;04-Feb-2019 17:45:41;04-Feb-2019 18:12:24;04-Feb-2019 18:45:41;04-Feb-2019 19:12:24;u2edhzh9;Concert Hall
838;04-Feb-2019 18:35:40;04-Feb-2019 19:07:41;04-Feb-2019 19:35:40;04-Feb-2019 20:07:41;u2edhzh9;Hotel
838;04-Feb-2019 19:09:20;04-Feb-2019 20:28:00;04-Feb-2019 20:09:20;04-Feb-2019 21:28:00;u2edhzh9;Hotel
838;04-Feb-2019 20:28:20;04-Feb-2019 21:42:20;04-Feb-2019 21:28:20;04-Feb-2019 22:42:20;u2edhzh9;Hotel
838;05-Feb-2019 06:01:44;05-Feb-2019 06:11:44;05-Feb-2019 07:01:44;05-Feb-2019 07:11:44;u2edhzh9;Concert Hall
838;05-Feb-2019 10:51:14;05-Feb-2019 11:00:54;05-Feb-2019 11:51:14;05-Feb-2019 12:00:54;u2edhzh9;Hotel
838;05-Feb-2019 11:18:54;05-Feb-2019 11:42:55;05-Feb-2019 12:18:54;05-Feb-2019 12:42:55;u2edhzh9;Hotel
838;05-Feb-2019 11:52:34;05-Feb-2019 12:50:06;05-Feb-2019 12:52:34;05-Feb-2019 13:50:06;u2edhzh9;Hotel
839;start_utc;stop_utc;start_local;stop_local;geohash;closest_category_name
839;29-Jan-2019 06:44:29;29-Jan-2019 06:52:29;29-Jan-2019 07:44:29;29-Jan-2019 07:52:29;u1705342;Lake
839;29-Jan-2019 06:53:09;29-Jan-2019 07:14:09;29-Jan-2019 07:53:09;29-Jan-2019 08:14:09;u1705342;Lake
840;start_utc;stop_utc;start_local;stop_local;geohash;closest_category_name
840;24-Jan-2019 14:42:07;24-Jan-2019 16:37:54;24-Jan-2019 15:42:07;24-Jan-2019 17:37:54;u25k6rus;Medical Center
840;24-Jan-2019 16:38:58;24-Jan-2019 16:50:27;24-Jan-2019 17:38:58;24-Jan-2019 17:50:27;u25k6rus;Medical Center
840;24-Jan-2019 16:51:20;24-Jan-2019 17:00:27;24-Jan-2019 17:51:20;24-Jan-2019 18:00:27;u25k6rus;Medical Center
840;24-Jan-2019 17:01:27;24-Jan-2019 18:06:27;24-Jan-2019 18:01:27;24-Jan-2019 19:06:27;u25k6rus;Medical Center
840;24-Jan-2019 18:14:07;24-Jan-2019 19:23:03;24-Jan-2019 19:14:07;24-Jan-2019 20:23:03;u25k6rus;Medical Center
840;24-Jan-2019 19:26:22;24-Jan-2019 21:27:02;24-Jan-2019 20:26:22;24-Jan-2019 22:27:02;u25k6rus;Medical Center
840;24-Jan-2019 21:27:42;24-Jan-2019 21:43:49;24-Jan-2019 22:27:42;24-Jan-2019 22:43:49;u25k6rus;Medical Center
840;24-Jan-2019 21:44:50;24-Jan-2019 22:04:42;24-Jan-2019 22:44:50;24-Jan-2019 23:04:42;u25k6rus;Medical Center
840;24-Jan-2019 22:07:22;24-Jan-2019 22:12:49;24-Jan-2019 23:07:22;24-Jan-2019 23:12:49;u25k6rus;Medical Center
840;24-Jan-2019 22:17:51;24-Jan-2019 22:23:22;24-Jan-2019 23:17:51;24-Jan-2019 23:23:22;u25k6rus;Medical Center
840;24-Jan-2019 22:24:02;24-Jan-2019 22:33:42;24-Jan-2019 23:24:02;24-Jan-2019 23:33:42;u25k6rus;Medical Center
840;24-Jan-2019 22:40:02;24-Jan-2019 23:00:58;24-Jan-2019 23:40:02;25-Jan-2019 00:00:58;u25k6rus;Medical Center
840;24-Jan-2019 23:01:59;24-Jan-2019 23:07:29;25-Jan-2019 00:01:59;25-Jan-2019 00:07:29;u25k6rus;Medical Center
840;24-Jan-2019 23:26:29;24-Jan-2019 23:33:06;25-Jan-2019 00:26:29;25-Jan-2019 00:33:06;u25k6rus;Medical Center
840;24-Jan-2019 23:34:13;25-Jan-2019 06:44:39;25-Jan-2019 00:34:13;25-Jan-2019 07:44:39;u25k6rus;Medical Center
840;25-Jan-2019 07:50:36;25-Jan-2019 09:24:35;25-Jan-2019 08:50:36;25-Jan-2019 10:24:35;u25kt19v;Coffee Shop
840;25-Jan-2019 10:03:16;25-Jan-2019 10:14:37;25-Jan-2019 11:03:16;25-Jan-2019 11:14:37;u25kt1f0;Grocery Store
840;25-Jan-2019 10:36:48;25-Jan-2019 10:50:08;25-Jan-2019 11:36:48;25-Jan-2019 11:50:08;u25kt19v;Coffee Shop
840;25-Jan-2019 11:08:48;25-Jan-2019 13:37:48;25-Jan-2019 12:08:48;25-Jan-2019 14:37:48;u25kt19v;Coffee Shop
840;25-Jan-2019 13:51:55;25-Jan-2019 15:18:35;25-Jan-2019 14:51:55;25-Jan-2019 16:18:35;u25kt19v;Coffee Shop
840;25-Jan-2019 16:11:55;25-Jan-2019 17:20:35;25-Jan-2019 17:11:55;25-Jan-2019 18:20:35;u25kdgxu;Café
840;25-Jan-2019 17:41:12;25-Jan-2019 17:46:19;25-Jan-2019 18:41:12;25-Jan-2019 18:46:19;u25ket61;Cosmetics Shop
840;25-Jan-2019 17:47:15;25-Jan-2019 17:58:37;25-Jan-2019 18:47:15;25-Jan-2019 18:58:37;u25ket61;Cosmetics Shop
840;25-Jan-2019 18:33:08;25-Jan-2019 19:01:20;25-Jan-2019 19:33:08;25-Jan-2019 20:01:20;u25k6rus;Medical Center
840;25-Jan-2019 19:07:13;25-Jan-2019 19:31:51;25-Jan-2019 20:07:13;25-Jan-2019 20:31:51;u25k6rus;Medical Center
840;25-Jan-2019 20:07:40;25-Jan-2019 22:30:27;25-Jan-2019 21:07:40;25-Jan-2019 23:30:27;u25k6rej;Bar
840;25-Jan-2019 22:33:47;25-Jan-2019 23:04:36;25-Jan-2019 23:33:47;26-Jan-2019 00:04:36;u25k6rus;Medical Center
840;25-Jan-2019 23:47:05;26-Jan-2019 08:28:03;26-Jan-2019 00:47:05;26-Jan-2019 09:28:03;u25k6rus;Medical Center
840;26-Jan-2019 08:33:01;26-Jan-2019 08:40:41;26-Jan-2019 09:33:01;26-Jan-2019 09:40:41;u25k6rus;Medical Center
840;26-Jan-2019 08:46:41;26-Jan-2019 09:59:23;26-Jan-2019 09:46:41;26-Jan-2019 10:59:23;u25k6rus;Medical Center
840;26-Jan-2019 10:03:51;26-Jan-2019 12:06:51;26-Jan-2019 11:03:51;26-Jan-2019 13:06:51;u25k6rej;Bar
840;26-Jan-2019 12:11:08;26-Jan-2019 12:28:51;26-Jan-2019 13:11:08;26-Jan-2019 13:28:51;u25k6rus;Medical Center
840;26-Jan-2019 12:44:11;26-Jan-2019 13:10:07;26-Jan-2019 13:44:11;26-Jan-2019 14:10:07;u25k6rus;Medical Center
840;26-Jan-2019 13:16:46;26-Jan-2019 15:20:06;26-Jan-2019 14:16:46;26-Jan-2019 16:20:06;u25k6rus;Medical Center
840;26-Jan-2019 15:23:06;26-Jan-2019 16:18:37;26-Jan-2019 16:23:06;26-Jan-2019 17:18:37;u25k6rus;Medical Center
840;26-Jan-2019 16:43:26;26-Jan-2019 16:51:46;26-Jan-2019 17:43:26;26-Jan-2019 17:51:46;u25k6rus;Medical Center
840;26-Jan-2019 16:54:06;26-Jan-2019 17:07:06;26-Jan-2019 17:54:06;26-Jan-2019 18:07:06;u25k6rus;Medical Center
840;26-Jan-2019 17:08:06;26-Jan-2019 17:13:46;26-Jan-2019 18:08:06;26-Jan-2019 18:13:46;u25k6rus;Medical Center
840;26-Jan-2019 17:22:44;26-Jan-2019 19:52:24;26-Jan-2019 18:22:44;26-Jan-2019 20:52:24;u25k6rus;Medical Center
840;26-Jan-2019 19:54:04;26-Jan-2019 20:11:44;26-Jan-2019 20:54:04;26-Jan-2019 21:11:44;u25k6rus;Medical Center
840;26-Jan-2019 20:12:21;26-Jan-2019 22:31:37;26-Jan-2019 21:12:21;26-Jan-2019 23:31:37;u25k6rus;Medical Center
840;26-Jan-2019 22:32:57;26-Jan-2019 23:33:46;26-Jan-2019 23:32:57;27-Jan-2019 00:33:46;u25k6rus;Medical Center
840;26-Jan-2019 23:43:57;26-Jan-2019 23:51:07;27-Jan-2019 00:43:57;27-Jan-2019 00:51:07;u25k6rus;Medical Center
840;26-Jan-2019 23:53:10;26-Jan-2019 23:59:37;27-Jan-2019 00:53:10;27-Jan-2019 00:59:37;u25k6rus;Medical Center
840;27-Jan-2019 00:02:37;27-Jan-2019 00:12:17;27-Jan-2019 01:02:37;27-Jan-2019 01:12:17;u25k6rus;Medical Center
840;27-Jan-2019 00:17:02;27-Jan-2019 00:34:20;27-Jan-2019 01:17:02;27-Jan-2019 01:34:20;u25k6rus;Medical Center
840;27-Jan-2019 00:40:56;27-Jan-2019 08:41:07;27-Jan-2019 01:40:56;27-Jan-2019 09:41:07;u25k6rus;Medical Center
840;27-Jan-2019 08:43:18;27-Jan-2019 09:49:53;27-Jan-2019 09:43:18;27-Jan-2019 10:49:53;u25k6rus;Medical Center
840;27-Jan-2019 09:55:53;27-Jan-2019 12:55:25;27-Jan-2019 10:55:53;27-Jan-2019 13:55:25;u25k6rus;Medical Center
840;27-Jan-2019 13:53:05;27-Jan-2019 19:22:55;27-Jan-2019 14:53:05;27-Jan-2019 20:22:55;u25kgw7m;Trail
840;27-Jan-2019 20:09:10;27-Jan-2019 20:45:43;27-Jan-2019 21:09:10;27-Jan-2019 21:45:43;u25k6rus;Medical Center
840;27-Jan-2019 20:47:23;27-Jan-2019 20:58:23;27-Jan-2019 21:47:23;27-Jan-2019 21:58:23;u25k6rus;Medical Center
840;27-Jan-2019 21:08:03;27-Jan-2019 22:26:17;27-Jan-2019 22:08:03;27-Jan-2019 23:26:17;u25k6rus;Medical Center
840;27-Jan-2019 23:02:43;28-Jan-2019 06:31:05;28-Jan-2019 00:02:43;28-Jan-2019 07:31:05;u25k6rus;Medical Center
840;28-Jan-2019 06:39:30;28-Jan-2019 06:44:45;28-Jan-2019 07:39:30;28-Jan-2019 07:44:45;u25k6rus;Medical Center
840;28-Jan-2019 06:46:00;28-Jan-2019 07:21:14;28-Jan-2019 07:46:00;28-Jan-2019 08:21:14;u25k6rus;Medical Center
840;28-Jan-2019 08:21:25;28-Jan-2019 08:35:25;28-Jan-2019 09:21:25;28-Jan-2019 09:35:25;u25kt19v;Coffee Shop
840;28-Jan-2019 08:46:05;28-Jan-2019 10:32:07;28-Jan-2019 09:46:05;28-Jan-2019 11:32:07;u25kt19v;Coffee Shop
840;28-Jan-2019 10:44:27;28-Jan-2019 12:07:47;28-Jan-2019 11:44:27;28-Jan-2019 13:07:47;u25kt1dn;Coffee Shop
840;28-Jan-2019 12:23:07;28-Jan-2019 13:39:59;28-Jan-2019 13:23:07;28-Jan-2019 14:39:59;u25kt19v;Coffee Shop
840;28-Jan-2019 13:52:59;28-Jan-2019 15:58:59;28-Jan-2019 14:52:59;28-Jan-2019 16:58:59;u25kt19v;Coffee Shop
840;28-Jan-2019 16:05:39;28-Jan-2019 16:18:19;28-Jan-2019 17:05:39;28-Jan-2019 17:18:19;u25kt19v;Coffee Shop
840;28-Jan-2019 17:03:32;28-Jan-2019 17:45:42;28-Jan-2019 18:03:32;28-Jan-2019 18:45:42;u25k6rus;Medical Center
840;28-Jan-2019 18:04:22;28-Jan-2019 18:14:10;28-Jan-2019 19:04:22;28-Jan-2019 19:14:10;u25k6rus;Medical Center
840;28-Jan-2019 18:14:34;28-Jan-2019 18:21:22;28-Jan-2019 19:14:34;28-Jan-2019 19:21:22;u25k6rue;Medical Center
840;28-Jan-2019 18:34:22;28-Jan-2019 19:11:02;28-Jan-2019 19:34:22;28-Jan-2019 20:11:02;u25k6rus;Medical Center
840;28-Jan-2019 19:13:22;28-Jan-2019 19:19:02;28-Jan-2019 20:13:22;28-Jan-2019 20:19:02;u25k6rus;Medical Center
840;28-Jan-2019 19:19:42;28-Jan-2019 19:26:42;28-Jan-2019 20:19:42;28-Jan-2019 20:26:42;u25k6rus;Medical Center
840;28-Jan-2019 19:27:02;28-Jan-2019 21:42:22;28-Jan-2019 20:27:02;28-Jan-2019 22:42:22;u25k6rus;Medical Center
840;28-Jan-2019 21:43:21;29-Jan-2019 00:13:05;28-Jan-2019 22:43:21;29-Jan-2019 01:13:05;u25k6rus;Medical Center
840;29-Jan-2019 00:15:30;29-Jan-2019 07:16:19;29-Jan-2019 01:15:30;29-Jan-2019 08:16:19;u25k6rus;Medical Center
840;29-Jan-2019 07:26:39;29-Jan-2019 07:49:46;29-Jan-2019 08:26:39;29-Jan-2019 08:49:46;u25k6rus;Medical Center
840;29-Jan-2019 08:31:19;29-Jan-2019 10:13:30;29-Jan-2019 09:31:19;29-Jan-2019 11:13:30;u25kt19v;Coffee Shop
840;29-Jan-2019 10:33:50;29-Jan-2019 11:31:50;29-Jan-2019 11:33:50;29-Jan-2019 12:31:50;u25kt19y;Coffee Shop
840;29-Jan-2019 11:51:27;29-Jan-2019 12:53:30;29-Jan-2019 12:51:27;29-Jan-2019 13:53:30;u25kt19v;Coffee Shop
840;29-Jan-2019 13:01:54;29-Jan-2019 13:30:50;29-Jan-2019 14:01:54;29-Jan-2019 14:30:50;u25kt19y;Coffee Shop
840;29-Jan-2019 13:34:42;29-Jan-2019 15:48:22;29-Jan-2019 14:34:42;29-Jan-2019 16:48:22;u25kt19v;Coffee Shop
840;29-Jan-2019 15:57:42;29-Jan-2019 16:03:28;29-Jan-2019 16:57:42;29-Jan-2019 17:03:28;u25kt19v;Coffee Shop
840;29-Jan-2019 16:51:22;29-Jan-2019 18:32:44;29-Jan-2019 17:51:22;29-Jan-2019 19:32:44;u25k6rus;Medical Center
840;29-Jan-2019 18:42:24;29-Jan-2019 19:44:04;29-Jan-2019 19:42:24;29-Jan-2019 20:44:04;u25k6rus;Medical Center
840;29-Jan-2019 19:54:04;29-Jan-2019 21:19:24;29-Jan-2019 20:54:04;29-Jan-2019 22:19:24;u25k6rus;Medical Center
840;29-Jan-2019 21:20:04;29-Jan-2019 22:26:55;29-Jan-2019 22:20:04;29-Jan-2019 23:26:55;u25k6rus;Medical Center
840;29-Jan-2019 22:29:01;29-Jan-2019 22:46:13;29-Jan-2019 23:29:01;29-Jan-2019 23:46:13;u25k6rus;Medical Center
840;29-Jan-2019 22:50:56;29-Jan-2019 22:58:52;29-Jan-2019 23:50:56;29-Jan-2019 23:58:52;u25k6rus;Medical Center
840;29-Jan-2019 23:01:27;29-Jan-2019 23:07:08;30-Jan-2019 00:01:27;30-Jan-2019 00:07:08;u25k6rus;Medical Center
840;29-Jan-2019 23:10:47;29-Jan-2019 23:27:51;30-Jan-2019 00:10:47;30-Jan-2019 00:27:51;u25k6rus;Medical Center
840;29-Jan-2019 23:36:30;30-Jan-2019 00:03:48;30-Jan-2019 00:36:30;30-Jan-2019 01:03:48;u25k6rus;Medical Center
840;30-Jan-2019 00:04:29;30-Jan-2019 07:21:52;30-Jan-2019 01:04:29;30-Jan-2019 08:21:52;u25k6rus;Medical Center
840;30-Jan-2019 08:21:08;30-Jan-2019 09:25:12;30-Jan-2019 09:21:08;30-Jan-2019 10:25:12;u25kt19v;Coffee Shop
840;30-Jan-2019 09:33:23;30-Jan-2019 11:35:23;30-Jan-2019 10:33:23;30-Jan-2019 12:35:23;u25kt19v;Coffee Shop
840;30-Jan-2019 12:20:23;30-Jan-2019 14:16:02;30-Jan-2019 13:20:23;30-Jan-2019 15:16:02;u25kt19v;Coffee Shop
840;30-Jan-2019 14:32:41;30-Jan-2019 15:18:22;30-Jan-2019 15:32:41;30-Jan-2019 16:18:22;u25kt19v;Coffee Shop
840;30-Jan-2019 16:56:22;30-Jan-2019 17:28:02;30-Jan-2019 17:56:22;30-Jan-2019 18:28:02;u25k6rus;Medical Center
840;30-Jan-2019 17:34:04;30-Jan-2019 18:44:09;30-Jan-2019 18:34:04;30-Jan-2019 19:44:09;u25k6rus;Medical Center
840;30-Jan-2019 18:44:37;30-Jan-2019 18:58:40;30-Jan-2019 19:44:37;30-Jan-2019 19:58:40;u25k6rus;Medical Center
840;30-Jan-2019 18:59:09;30-Jan-2019 21:08:39;30-Jan-2019 19:59:09;30-Jan-2019 22:08:39;u25k6rus;Medical Center
