userid;utc_timestamp;utc_offset;geohash;counts;steps;biking;downstairs;jogging;sitting;standing;upstairs;walking
839;29-Jan-2019 05:20:00;+01:00;NA;72;0;0;0;0;600;0;0;0
839;29-Jan-2019 05:30:00;+01:00;NA;75;0;0;0;0;600;0;0;0
839;29-Jan-2019 05:40:00;+01:00;NA;76;0;0;0;0;600;0;0;0
839;29-Jan-2019 05:50:00;+01:00;NA;76;0;0;0;0;600;0;0;0
839;29-Jan-2019 06:00:00;+01:00;NA;2397;3;59;0;0;429;30;0;0
839;29-Jan-2019 06:10:00;+01:00;NA;291;0;0;0;0;580;20;0;0
839;29-Jan-2019 06:20:00;+01:00;NA;25;0;0;0;0;195;0;0;0
839;29-Jan-2019 06:30:00;+01:00;NA;756;1;0;0;0;519;0;0;0
839;29-Jan-2019 06:40:00;+01:00;u17053;843;0;0;0;0;600;0;0;0
839;29-Jan-2019 06:50:00;+01:00;u17053;66;0;0;0;0;600;0;0;0
839;29-Jan-2019 07:00:00;+01:00;u17053;866;11;19;0;0;581;0;0;0
839;29-Jan-2019 07:10:00;+01:00;u17053;9005;247;0;41;0;520;28;0;11
839;29-Jan-2019 07:20:00;+01:00;NA;2952;21;0;0;0;600;0;0;0
839;29-Jan-2019 07:30:00;+01:00;NA;14406;395;22;75;0;503;0;0;0
839;29-Jan-2019 07:40:00;+01:00;NA;117;0;0;0;0;600;0;0;0
839;29-Jan-2019 07:50:00;+01:00;NA;102;0;0;0;0;580;20;0;0
839;29-Jan-2019 08:00:00;+01:00;NA;113;0;0;0;0;583;17;0;0
839;29-Jan-2019 08:10:00;+01:00;NA;15798;275;25;10;0;433;1;100;31
839;29-Jan-2019 08:20:00;+01:00;NA;405;0;0;0;0;600;0;0;0
839;29-Jan-2019 08:30:00;+01:00;NA;796;0;0;0;0;600;0;0;0
839;29-Jan-2019 08:40:00;+01:00;NA;310;0;0;0;0;600;0;0;0
839;29-Jan-2019 08:50:00;+01:00;NA;11418;273;85;50;0;426;0;0;39
839;29-Jan-2019 09:00:00;+01:00;NA;12488;253;12;69;0;456;0;63;0
839;29-Jan-2019 09:10:00;+01:00;NA;36948;841;28;234;0;195;1;89;53
839;29-Jan-2019 09:20:00;+01:00;u170hn;36688;890;70;204;0;121;21;0;184
839;29-Jan-2019 09:30:00;+01:00;u170hn;7759;187;40;50;0;498;1;0;11
839;29-Jan-2019 09:40:00;+01:00;NA;630;0;0;0;0;600;0;0;0
839;29-Jan-2019 09:50:00;+01:00;NA;2129;17;34;0;0;566;0;0;0
839;29-Jan-2019 10:00:00;+01:00;NA;6454;111;40;0;0;535;3;22;0
839;29-Jan-2019 10:10:00;+01:00;NA;289;0;0;0;0;600;0;0;0
839;29-Jan-2019 10:20:00;+01:00;NA;312;0;0;0;0;600;0;0;0
839;29-Jan-2019 10:30:00;+01:00;NA;826;0;0;0;0;580;0;0;0
839;29-Jan-2019 10:40:00;+01:00;NA;431;0;0;0;0;600;0;0;0
839;29-Jan-2019 10:50:00;+01:00;NA;4674;90;23;32;0;545;0;0;0
839;29-Jan-2019 11:00:00;+01:00;NA;16780;388;40;42;0;285;7;54;77
839;29-Jan-2019 11:10:00;+01:00;NA;49334;1159;2;203;0;6;10;61;318
839;29-Jan-2019 11:20:00;+01:00;NA;32240;687;0;0;0;98;47;0;357
839;29-Jan-2019 11:30:00;+01:00;NA;29147;644;12;0;0;236;7;18;327
839;29-Jan-2019 11:40:00;+01:00;NA;231;1;0;0;0;600;0;0;0
839;29-Jan-2019 11:50:00;+01:00;NA;5290;100;29;20;0;533;0;7;11
839;29-Jan-2019 12:00:00;+01:00;NA;9775;194;57;0;0;475;1;51;16
839;29-Jan-2019 12:10:00;+01:00;NA;369;0;0;0;0;600;0;0;0
839;29-Jan-2019 12:20:00;+01:00;NA;519;0;0;0;0;600;0;0;0
839;29-Jan-2019 12:30:00;+01:00;NA;556;4;0;0;0;600;0;0;0
839;29-Jan-2019 12:40:00;+01:00;NA;1072;8;0;0;0;600;0;0;0
839;29-Jan-2019 12:50:00;+01:00;NA;487;0;0;0;0;600;0;0;0
839;29-Jan-2019 13:00:00;+01:00;NA;456;0;0;0;0;600;0;0;0
839;29-Jan-2019 13:10:00;+01:00;NA;238;0;0;0;0;600;0;0;0
839;29-Jan-2019 13:20:00;+01:00;NA;8003;193;48;2;0;516;0;0;34
839;29-Jan-2019 13:30:00;+01:00;NA;124;0;0;0;0;580;20;0;0
839;29-Jan-2019 13:40:00;+01:00;NA;23842;461;0;58;0;338;21;0;183
839;29-Jan-2019 13:50:00;+01:00;NA;1242;11;15;0;0;585;0;0;0
839;29-Jan-2019 14:00:00;+01:00;NA;180;0;0;0;0;589;11;0;0
839;29-Jan-2019 14:10:00;+01:00;NA;401;0;0;0;0;600;0;0;0
839;29-Jan-2019 14:20:00;+01:00;NA;5589;99;20;9;0;515;24;0;32
839;29-Jan-2019 14:30:00;+01:00;NA;5023;114;41;24;0;518;2;1;14
839;29-Jan-2019 14:40:00;+01:00;NA;7972;157;0;0;0;518;4;11;67
839;29-Jan-2019 14:50:00;+01:00;NA;7789;166;0;0;0;509;10;0;81
839;29-Jan-2019 15:00:00;+01:00;NA;252;0;0;0;0;600;0;0;0
839;29-Jan-2019 15:10:00;+01:00;NA;268;0;0;0;0;600;0;0;0
839;29-Jan-2019 15:20:00;+01:00;NA;653;0;0;0;0;580;0;0;0
839;29-Jan-2019 15:30:00;+01:00;NA;271;0;0;0;0;600;0;0;0
839;29-Jan-2019 15:40:00;+01:00;NA;106;0;0;0;0;600;0;0;0
839;29-Jan-2019 15:50:00;+01:00;NA;188;1;0;0;0;600;0;0;0
839;29-Jan-2019 16:00:00;+01:00;NA;368;2;0;0;0;600;0;0;0
839;29-Jan-2019 16:10:00;+01:00;NA;113;0;0;0;0;600;0;0;0
839;29-Jan-2019 16:20:00;+01:00;NA;15344;294;22;117;0;432;29;0;0
839;29-Jan-2019 16:30:00;+01:00;NA;2864;12;0;0;0;572;28;0;0
839;29-Jan-2019 16:40:00;+01:00;NA;13867;314;100;65;0;386;0;10;39
839;29-Jan-2019 16:50:00;+01:00;NA;89;0;0;0;0;600;0;0;0
839;29-Jan-2019 17:00:00;+01:00;NA;83;0;0;0;0;588;12;0;0
839;29-Jan-2019 17:10:00;+01:00;NA;80;0;0;0;0;569;31;0;0
839;29-Jan-2019 17:20:00;+01:00;NA;81;0;0;0;0;566;34;0;0
839;29-Jan-2019 17:30:00;+01:00;NA;468;0;0;0;0;600;0;0;0
839;29-Jan-2019 17:40:00;+01:00;NA;656;5;0;0;0;538;62;0;0
839;29-Jan-2019 17:50:00;+01:00;NA;77;0;0;0;0;600;0;0;0
839;29-Jan-2019 18:00:00;+01:00;NA;423;2;0;0;0;600;0;0;0
839;29-Jan-2019 18:10:00;+01:00;NA;80;0;0;0;0;600;0;0;0
839;29-Jan-2019 18:20:00;+01:00;NA;921;4;15;0;0;567;18;0;0
839;29-Jan-2019 18:30:00;+01:00;NA;80;0;0;0;0;546;54;0;0
839;29-Jan-2019 18:40:00;+01:00;NA;79;0;0;0;0;564;36;0;0
839;29-Jan-2019 18:50:00;+01:00;NA;92;0;0;0;0;600;0;0;0
839;29-Jan-2019 19:00:00;+01:00;NA;357;2;0;0;0;600;0;0;0
839;29-Jan-2019 19:10:00;+01:00;NA;73;0;0;0;0;580;20;0;0
839;29-Jan-2019 19:20:00;+01:00;NA;1012;3;0;0;0;580;0;0;0
839;29-Jan-2019 19:30:00;+01:00;NA;123;0;0;0;0;560;40;0;0
839;29-Jan-2019 19:40:00;+01:00;NA;68;0;0;0;0;600;0;0;0
839;29-Jan-2019 19:50:00;+01:00;NA;64;0;0;0;0;600;0;0;0
839;29-Jan-2019 20:00:00;+01:00;NA;1250;6;20;0;0;580;0;0;0
839;29-Jan-2019 20:10:00;+01:00;NA;4927;42;91;0;0;494;15;0;0
839;29-Jan-2019 20:20:00;+01:00;NA;996;3;18;0;0;582;0;0;0
839;29-Jan-2019 20:30:00;+01:00;NA;75;0;0;0;0;600;0;0;0
839;29-Jan-2019 20:40:00;+01:00;NA;76;0;0;0;0;600;0;0;0
839;29-Jan-2019 20:50:00;+01:00;NA;77;0;0;0;0;600;0;0;0
839;29-Jan-2019 21:00:00;+01:00;NA;76;0;0;0;0;600;0;0;0
839;29-Jan-2019 21:10:00;+01:00;NA;77;0;0;0;0;600;0;0;0
839;29-Jan-2019 21:20:00;+01:00;NA;77;0;0;0;0;600;0;0;0
839;29-Jan-2019 21:30:00;+01:00;NA;75;0;0;0;0;600;0;0;0
839;29-Jan-2019 21:40:00;+01:00;NA;76;0;0;0;0;600;0;0;0
839;29-Jan-2019 21:50:00;+01:00;NA;75;0;0;0;0;600;0;0;0
839;29-Jan-2019 22:00:00;+01:00;NA;76;0;0;0;0;600;0;0;0
839;29-Jan-2019 22:10:00;+01:00;NA;73;0;0;0;0;600;0;0;0
839;29-Jan-2019 22:20:00;+01:00;NA;75;0;0;0;0;600;0;0;0
839;29-Jan-2019 22:30:00;+01:00;NA;73;0;0;0;0;600;0;0;0
839;29-Jan-2019 22:40:00;+01:00;NA;74;0;0;0;0;600;0;0;0
839;29-Jan-2019 22:50:00;+01:00;NA;75;0;0;0;0;600;0;0;0
839;29-Jan-2019 23:00:00;+01:00;NA;75;0;0;0;0;600;0;0;0
839;29-Jan-2019 23:10:00;+01:00;NA;72;0;0;0;0;600;0;0;0
839;29-Jan-2019 23:20:00;+01:00;NA;524;0;0;0;0;580;0;0;0
839;29-Jan-2019 23:30:00;+01:00;NA;74;0;0;0;0;600;0;0;0
839;29-Jan-2019 23:40:00;+01:00;NA;73;0;0;0;0;600;0;0;0
839;29-Jan-2019 23:50:00;+01:00;NA;73;0;0;0;0;600;0;0;0
839;30-Jan-2019 00:00:00;+01:00;NA;71;0;0;0;0;600;0;0;0
839;30-Jan-2019 00:10:00;+01:00;NA;72;0;0;0;0;600;0;0;0
839;30-Jan-2019 00:20:00;+01:00;NA;80;0;0;0;0;600;0;0;0
839;30-Jan-2019 00:30:00;+01:00;NA;75;0;0;0;0;600;0;0;0
839;30-Jan-2019 00:40:00;+01:00;NA;72;0;0;0;0;600;0;0;0
839;30-Jan-2019 00:50:00;+01:00;NA;73;0;0;0;0;600;0;0;0
839;30-Jan-2019 01:00:00;+01:00;NA;75;0;0;0;0;600;0;0;0
839;30-Jan-2019 01:10:00;+01:00;NA;74;0;0;0;0;600;0;0;0
839;30-Jan-2019 01:20:00;+01:00;NA;74;0;0;0;0;600;0;0;0
839;30-Jan-2019 01:30:00;+01:00;NA;74;0;0;0;0;600;0;0;0
839;30-Jan-2019 01:40:00;+01:00;NA;74;0;0;0;0;600;0;0;0
839;30-Jan-2019 01:50:00;+01:00;NA;75;0;0;0;0;600;0;0;0
839;30-Jan-2019 02:00:00;+01:00;NA;75;0;0;0;0;600;0;0;0
839;30-Jan-2019 02:10:00;+01:00;NA;73;0;0;0;0;600;0;0;0
839;30-Jan-2019 02:20:00;+01:00;NA;73;0;0;0;0;600;0;0;0
839;30-Jan-2019 02:30:00;+01:00;NA;74;0;0;0;0;600;0;0;0
839;30-Jan-2019 02:40:00;+01:00;NA;73;0;0;0;0;600;0;0;0
839;30-Jan-2019 02:50:00;+01:00;NA;74;0;0;0;0;600;0;0;0
839;30-Jan-2019 03:00:00;+01:00;NA;73;0;0;0;0;600;0;0;0
839;30-Jan-2019 03:10:00;+01:00;NA;74;0;0;0;0;600;0;0;0
839;30-Jan-2019 03:20:00;+01:00;NA;525;0;0;0;0;580;0;0;0
839;30-Jan-2019 03:30:00;+01:00;NA;73;0;0;0;0;600;0;0;0
839;30-Jan-2019 03:40:00;+01:00;NA;73;0;0;0;0;600;0;0;0
839;30-Jan-2019 03:50:00;+01:00;NA;76;0;0;0;0;600;0;0;0
839;30-Jan-2019 04:00:00;+01:00;NA;73;0;0;0;0;600;0;0;0
839;30-Jan-2019 04:10:00;+01:00;NA;72;0;0;0;0;600;0;0;0
839;30-Jan-2019 04:20:00;+01:00;NA;76;0;0;0;0;600;0;0;0
839;30-Jan-2019 04:30:00;+01:00;NA;73;0;0;0;0;600;0;0;0
839;30-Jan-2019 04:40:00;+01:00;NA;76;0;0;0;0;600;0;0;0
839;30-Jan-2019 04:50:00;+01:00;NA;75;0;0;0;0;600;0;0;0
839;30-Jan-2019 05:00:00;+01:00;NA;72;0;0;0;0;600;0;0;0
839;30-Jan-2019 05:10:00;+01:00;NA;72;0;0;0;0;600;0;0;0
839;30-Jan-2019 05:20:00;+01:00;NA;75;0;0;0;0;600;0;0;0
839;30-Jan-2019 05:30:00;+01:00;NA;72;0;0;0;0;600;0;0;0
839;30-Jan-2019 05:40:00;+01:00;NA;432;0;0;0;0;600;0;0;0
839;30-Jan-2019 05:50:00;+01:00;NA;938;11;13;0;0;587;0;0;0
839;30-Jan-2019 06:00:00;+01:00;NA;1341;4;0;0;0;510;0;0;0
839;30-Jan-2019 06:10:00;+01:00;NA;1812;6;28;0;0;521;51;0;0
839;30-Jan-2019 06:20:00;+01:00;NA;2809;62;0;0;0;589;11;0;0
839;30-Jan-2019 06:30:00;+01:00;u17053;4437;40;13;0;0;587;0;0;0
839;30-Jan-2019 06:40:00;+01:00;NA;3193;70;35;0;0;558;7;0;0
839;30-Jan-2019 06:50:00;+01:00;NA;9589;161;128;20;0;452;0;0;0
839;30-Jan-2019 07:00:00;+01:00;NA;12026;232;0;38;0;498;3;30;31
839;30-Jan-2019 07:10:00;+01:00;NA;16221;317;12;67;0;395;44;72;10
839;30-Jan-2019 07:20:00;+01:00;NA;331;0;0;0;0;597;3;0;0
839;30-Jan-2019 07:30:00;+01:00;NA;270;2;0;0;0;545;55;0;0
839;30-Jan-2019 07:40:00;+01:00;NA;120;0;0;0;0;549;51;0;0
839;30-Jan-2019 07:50:00;+01:00;NA;578;1;0;0;0;560;40;0;0
839;30-Jan-2019 08:00:00;+01:00;NA;292;0;0;0;0;600;0;0;0
839;30-Jan-2019 08:10:00;+01:00;NA;264;0;0;0;0;600;0;0;0
839;30-Jan-2019 08:20:00;+01:00;NA;491;3;0;0;0;588;12;0;0
839;30-Jan-2019 08:30:00;+01:00;NA;106;0;0;0;0;583;17;0;0
839;30-Jan-2019 08:40:00;+01:00;NA;312;2;0;0;0;562;38;0;0
839;30-Jan-2019 08:50:00;+01:00;NA;3758;69;0;0;0;555;23;22;0
839;30-Jan-2019 09:00:00;+01:00;NA;47130;996;62;51;0;42;4;389;52
839;30-Jan-2019 09:10:00;+01:00;NA;43518;925;53;35;0;53;8;344;78
839;30-Jan-2019 09:20:00;+01:00;NA;10408;237;24;0;0;509;5;28;31
839;30-Jan-2019 09:30:00;+01:00;NA;336;1;0;0;0;600;0;0;0
839;30-Jan-2019 09:40:00;+01:00;NA;108;0;0;0;0;600;0;0;0
839;30-Jan-2019 09:50:00;+01:00;NA;122;0;0;0;0;600;0;0;0
839;30-Jan-2019 10:00:00;+01:00;NA;5896;124;31;4;0;500;24;24;17
839;30-Jan-2019 10:10:00;+01:00;NA;429;0;0;0;0;600;0;0;0
839;30-Jan-2019 10:20:00;+01:00;NA;394;0;0;0;0;600;0;0;0
839;30-Jan-2019 10:30:00;+01:00;NA;579;0;0;0;0;588;12;0;0
839;30-Jan-2019 10:40:00;+01:00;NA;435;0;0;0;0;600;0;0;0
839;30-Jan-2019 10:50:00;+01:00;NA;14438;313;123;0;0;417;8;52;0
839;30-Jan-2019 11:00:00;+01:00;NA;2096;17;22;0;0;578;0;0;0
839;30-Jan-2019 11:10:00;+01:00;NA;6727;128;23;9;0;523;4;41;0
839;30-Jan-2019 11:20:00;+01:00;NA;41926;869;20;42;0;143;1;320;74
839;30-Jan-2019 11:30:00;+01:00;NA;53348;1147;0;10;0;0;0;152;438
839;30-Jan-2019 11:40:00;+01:00;NA;46564;1037;0;7;0;54;8;198;333
839;30-Jan-2019 11:50:00;+01:00;NA;14579;276;14;0;0;461;20;34;71
839;30-Jan-2019 12:00:00;+01:00;NA;4862;74;11;0;0;565;6;18;0
839;30-Jan-2019 12:10:00;+01:00;NA;77;0;0;0;0;600;0;0;0
839;30-Jan-2019 12:20:00;+01:00;NA;132;0;0;0;0;600;0;0;0
839;30-Jan-2019 12:30:00;+01:00;NA;116;0;0;0;0;560;40;0;0
839;30-Jan-2019 12:40:00;+01:00;NA;97;0;0;0;0;600;0;0;0
839;30-Jan-2019 12:50:00;+01:00;NA;7378;119;13;5;0;502;24;56;0
839;30-Jan-2019 13:00:00;+01:00;NA;13591;323;32;27;0;431;1;80;29
839;30-Jan-2019 13:10:00;+01:00;NA;19882;453;11;61;0;342;4;111;55
839;30-Jan-2019 13:20:00;+01:00;NA;982;1;0;0;0;597;0;0;0
839;30-Jan-2019 13:30:00;+01:00;NA;14329;316;26;0;0;430;4;69;71
839;30-Jan-2019 13:40:00;+01:00;NA;264;0;0;0;0;600;0;0;0
839;30-Jan-2019 13:50:00;+01:00;NA;506;0;0;0;0;600;0;0;0
839;30-Jan-2019 14:00:00;+01:00;NA;420;0;0;0;0;600;0;0;0
839;30-Jan-2019 14:10:00;+01:00;NA;487;1;0;0;0;600;0;0;0
839;30-Jan-2019 14:20:00;+01:00;NA;275;1;0;0;0;600;0;0;0
839;30-Jan-2019 14:30:00;+01:00;NA;276;0;0;0;0;600;0;0;0
839;30-Jan-2019 14:40:00;+01:00;NA;6586;119;46;33;0;521;0;0;0
839;30-Jan-2019 14:50:00;+01:00;NA;426;0;0;0;0;600;0;0;0
839;30-Jan-2019 15:00:00;+01:00;NA;2487;42;0;0;0;600;0;0;0
839;30-Jan-2019 15:10:00;+01:00;NA;3238;35;0;0;0;568;32;0;0
839;30-Jan-2019 15:20:00;+01:00;NA;102;0;0;0;0;583;17;0;0
839;30-Jan-2019 15:30:00;+01:00;NA;3377;51;61;0;0;539;0;0;0
839;30-Jan-2019 15:40:00;+01:00;NA;18506;278;140;50;20;371;19;0;0
839;30-Jan-2019 15:50:00;+01:00;NA;18451;355;67;6;0;418;0;98;11
839;30-Jan-2019 16:00:00;+01:00;NA;6716;90;49;0;0;551;0;0;0
839;30-Jan-2019 16:10:00;+01:00;NA;4155;46;0;0;0;600;0;0;0
839;30-Jan-2019 16:20:00;+01:00;NA;518;8;0;0;0;564;36;0;0
839;30-Jan-2019 16:30:00;+01:00;NA;520;3;0;0;0;600;0;0;0
839;30-Jan-2019 16:40:00;+01:00;NA;1143;5;0;0;0;580;20;0;0
839;30-Jan-2019 16:50:00;+01:00;NA;325;0;0;0;0;576;24;0;0
839;30-Jan-2019 17:00:00;+01:00;NA;353;6;0;0;0;550;50;0;0
839;30-Jan-2019 17:10:00;+01:00;NA;79;0;0;0;0;546;38;0;0
839;30-Jan-2019 17:20:00;+01:00;NA;530;0;0;0;0;576;20;0;0
839;30-Jan-2019 17:30:00;+01:00;NA;219;0;0;0;0;600;0;0;0
839;30-Jan-2019 17:40:00;+01:00;NA;1233;4;14;0;0;574;12;0;0
839;30-Jan-2019 17:50:00;+01:00;NA;1665;5;0;0;0;578;22;0;0
839;30-Jan-2019 18:00:00;+01:00;NA;887;6;16;0;0;584;0;0;0
839;30-Jan-2019 18:10:00;+01:00;NA;862;6;0;0;0;600;0;0;0
839;30-Jan-2019 18:20:00;+01:00;NA;620;3;0;0;0;538;62;0;0
839;30-Jan-2019 18:30:00;+01:00;NA;72;0;0;0;0;600;0;0;0
839;30-Jan-2019 18:40:00;+01:00;NA;77;0;0;0;0;580;20;0;0
839;30-Jan-2019 18:50:00;+01:00;NA;85;0;0;0;0;567;33;0;0
839;30-Jan-2019 19:00:00;+01:00;NA;88;0;0;0;0;580;20;0;0
839;30-Jan-2019 19:10:00;+01:00;NA;76;0;0;0;0;560;40;0;0
839;30-Jan-2019 19:20:00;+01:00;NA;242;2;0;0;0;583;17;0;0
839;30-Jan-2019 19:30:00;+01:00;NA;736;1;18;0;0;582;0;0;0
839;30-Jan-2019 19:40:00;+01:00;NA;415;0;0;0;0;600;0;0;0
839;30-Jan-2019 19:50:00;+01:00;NA;1893;15;25;0;0;554;21;0;0
839;30-Jan-2019 20:00:00;+01:00;NA;1600;15;45;0;0;534;21;0;0
839;30-Jan-2019 20:10:00;+01:00;NA;70;0;0;0;0;600;0;0;0
839;30-Jan-2019 20:20:00;+01:00;NA;76;0;0;0;0;600;0;0;0
839;30-Jan-2019 20:30:00;+01:00;NA;74;0;0;0;0;600;0;0;0
839;30-Jan-2019 20:40:00;+01:00;NA;74;0;0;0;0;600;0;0;0
839;30-Jan-2019 20:50:00;+01:00;NA;71;0;0;0;0;600;0;0;0
839;30-Jan-2019 21:00:00;+01:00;NA;73;0;0;0;0;600;0;0;0
839;30-Jan-2019 21:10:00;+01:00;NA;74;0;0;0;0;585;0;0;0
839;30-Jan-2019 21:20:00;+01:00;NA;523;0;0;0;0;596;0;0;0
839;30-Jan-2019 21:30:00;+01:00;NA;72;0;0;0;0;600;0;0;0
839;30-Jan-2019 21:40:00;+01:00;NA;71;0;0;0;0;600;0;0;0
839;30-Jan-2019 21:50:00;+01:00;NA;73;0;0;0;0;600;0;0;0
839;30-Jan-2019 22:00:00;+01:00;NA;70;0;0;0;0;600;0;0;0
839;30-Jan-2019 22:10:00;+01:00;NA;71;0;0;0;0;600;0;0;0
839;30-Jan-2019 22:20:00;+01:00;NA;72;0;0;0;0;600;0;0;0
839;30-Jan-2019 22:30:00;+01:00;NA;70;0;0;0;0;600;0;0;0
839;30-Jan-2019 22:40:00;+01:00;NA;73;0;0;0;0;600;0;0;0
839;30-Jan-2019 22:50:00;+01:00;NA;69;0;0;0;0;600;0;0;0
839;30-Jan-2019 23:00:00;+01:00;NA;74;0;0;0;0;600;0;0;0
839;30-Jan-2019 23:10:00;+01:00;NA;73;0;0;0;0;600;0;0;0
839;30-Jan-2019 23:20:00;+01:00;NA;73;0;0;0;0;600;0;0;0
839;30-Jan-2019 23:30:00;+01:00;NA;80;0;0;0;0;600;0;0;0
839;30-Jan-2019 23:40:00;+01:00;NA;75;0;0;0;0;600;0;0;0
839;30-Jan-2019 23:50:00;+01:00;NA;71;0;0;0;0;600;0;0;0
839;31-Jan-2019 00:00:00;+01:00;NA;70;0;0;0;0;600;0;0;0
839;31-Jan-2019 00:10:00;+01:00;NA;74;0;0;0;0;600;0;0;0
839;31-Jan-2019 00:20:00;+01:00;NA;76;0;0;0;0;600;0;0;0
839;31-Jan-2019 00:30:00;+01:00;NA;71;0;0;0;0;600;0;0;0
839;31-Jan-2019 00:40:00;+01:00;NA;73;0;0;0;0;600;0;0;0
839;31-Jan-2019 00:50:00;+01:00;NA;70;0;0;0;0;600;0;0;0
839;31-Jan-2019 01:00:00;+01:00;NA;73;0;0;0;0;600;0;0;0
839;31-Jan-2019 01:10:00;+01:00;NA;70;0;0;0;0;585;0;0;0
839;31-Jan-2019 01:20:00;+01:00;NA;522;0;0;0;0;596;0;0;0
839;31-Jan-2019 01:30:00;+01:00;NA;73;0;0;0;0;600;0;0;0
839;31-Jan-2019 01:40:00;+01:00;NA;74;0;0;0;0;600;0;0;0
839;31-Jan-2019 01:50:00;+01:00;NA;71;0;0;0;0;600;0;0;0
839;31-Jan-2019 02:00:00;+01:00;NA;73;0;0;0;0;600;0;0;0
839;31-Jan-2019 02:10:00;+01:00;NA;72;0;0;0;0;600;0;0;0
839;31-Jan-2019 02:20:00;+01:00;NA;74;0;0;0;0;600;0;0;0
839;31-Jan-2019 02:30:00;+01:00;NA;71;0;0;0;0;600;0;0;0
839;31-Jan-2019 02:40:00;+01:00;NA;70;0;0;0;0;600;0;0;0
839;31-Jan-2019 02:50:00;+01:00;NA;71;0;0;0;0;600;0;0;0
839;31-Jan-2019 03:00:00;+01:00;NA;74;0;0;0;0;600;0;0;0
839;31-Jan-2019 03:10:00;+01:00;NA;71;0;0;0;0;600;0;0;0
839;31-Jan-2019 03:20:00;+01:00;NA;75;0;0;0;0;600;0;0;0
839;31-Jan-2019 03:30:00;+01:00;NA;71;0;0;0;0;600;0;0;0
839;31-Jan-2019 03:40:00;+01:00;NA;73;0;0;0;0;600;0;0;0
839;31-Jan-2019 03:50:00;+01:00;NA;74;0;0;0;0;600;0;0;0
839;31-Jan-2019 04:00:00;+01:00;NA;79;0;0;0;0;600;0;0;0
839;31-Jan-2019 04:10:00;+01:00;NA;77;0;0;0;0;600;0;0;0
839;31-Jan-2019 04:20:00;+01:00;NA;76;0;0;0;0;600;0;0;0
839;31-Jan-2019 04:30:00;+01:00;NA;75;0;0;0;0;600;0;0;0
839;31-Jan-2019 04:40:00;+01:00;NA;77;0;0;0;0;600;0;0;0
839;31-Jan-2019 04:50:00;+01:00;NA;76;0;0;0;0;600;0;0;0
839;31-Jan-2019 05:00:00;+01:00;NA;77;0;0;0;0;600;0;0;0
839;31-Jan-2019 05:10:00;+01:00;NA;77;0;0;0;0;584;0;0;0
839;31-Jan-2019 05:20:00;+01:00;NA;532;0;0;0;0;595;0;0;0
839;31-Jan-2019 05:30:00;+01:00;NA;80;0;0;0;0;600;0;0;0
839;31-Jan-2019 05:40:00;+01:00;NA;77;0;0;0;0;600;0;0;0
839;31-Jan-2019 05:50:00;+01:00;NA;82;0;0;0;0;600;0;0;0
839;31-Jan-2019 06:00:00;+01:00;NA;311;0;0;0;0;600;0;0;0
839;31-Jan-2019 06:10:00;+01:00;NA;2771;21;21;0;0;577;2;0;0
839;31-Jan-2019 06:20:00;+01:00;NA;8852;84;146;0;0;454;0;0;0
839;31-Jan-2019 06:30:00;+01:00;NA;372;1;0;0;0;600;0;0;0
839;31-Jan-2019 06:40:00;+01:00;NA;3364;35;18;0;0;445;22;0;0
839;31-Jan-2019 06:50:00;+01:00;NA;13570;273;144;18;0;438;0;0;0
839;31-Jan-2019 07:00:00;+01:00;NA;13360;257;36;0;0;468;1;95;0
839;31-Jan-2019 07:10:00;+01:00;NA;10804;187;24;2;0;510;0;64;0
839;31-Jan-2019 07:20:00;+01:00;NA;9994;155;70;0;0;481;9;40;0
839;31-Jan-2019 07:30:00;+01:00;NA;14673;259;43;108;0;449;0;0;0
839;31-Jan-2019 07:40:00;+01:00;NA;29953;500;49;138;0;327;1;73;12
839;31-Jan-2019 07:50:00;+01:00;NA;120;0;0;0;0;600;0;0;0
839;31-Jan-2019 08:00:00;+01:00;NA;103;0;0;0;0;600;0;0;0
839;31-Jan-2019 08:10:00;+01:00;NA;90;0;0;0;0;600;0;0;0
839;31-Jan-2019 08:20:00;+01:00;NA;8875;186;0;6;0;482;50;7;55
839;31-Jan-2019 08:30:00;+01:00;NA;264;0;0;0;0;580;20;0;0
839;31-Jan-2019 08:40:00;+01:00;NA;25183;512;73;222;0;287;0;18;0
839;31-Jan-2019 08:50:00;+01:00;NA;65241;1159;13;539;0;12;0;36;0
839;31-Jan-2019 09:00:00;+01:00;NA;10633;241;100;26;0;431;0;43;0
839;31-Jan-2019 09:10:00;+01:00;NA;569;1;0;0;0;600;0;0;0
839;31-Jan-2019 09:20:00;+01:00;NA;170;0;0;0;0;600;0;0;0
839;31-Jan-2019 09:30:00;+01:00;NA;362;0;0;0;0;587;13;0;0
839;31-Jan-2019 09:40:00;+01:00;NA;268;0;0;0;0;600;0;0;0
839;31-Jan-2019 09:50:00;+01:00;NA;209;0;0;0;0;600;0;0;0
839;31-Jan-2019 10:00:00;+01:00;NA;12100;219;89;66;0;445;0;0;0
839;31-Jan-2019 10:10:00;+01:00;NA;10773;227;19;0;0;478;7;96;0
839;31-Jan-2019 10:20:00;+01:00;NA;632;0;0;0;0;600;0;0;0
839;31-Jan-2019 10:30:00;+01:00;NA;484;0;0;0;0;600;0;0;0
839;31-Jan-2019 10:40:00;+01:00;NA;795;0;0;0;0;581;0;0;0
839;31-Jan-2019 10:50:00;+01:00;NA;657;0;0;0;0;600;0;0;0
